chrom chromStart chromEnd name score strand signalValue pValue qValue
16905 chr8 11658200 11661399 . 500 . 5.92129395217 6.31222648672e-20 3.34355816592e-19
16906 chr8 11662200 11662799 . 500 . 4.06031585292 0.000213030135931 0.000240100263701
16907 chr8 11710000 11711399 . 500 . 7.33112584555 2.11818172287e-15 7.7960882021e-15
16908 chr8 11711800 11712999 . 500 . 5.07539481615 5.57256131234e-07 8.47044494951e-07
16909 chr8 11722400 11727399 . 500 . 6.44494579828 3.31598571406e-38 6.1213979732e-37
16910 chr8 11732000 11733799 . 500 . 5.07539481615 4.14802556415e-12 1.129180054e-11
16911 chr8 11734200 11735799 . 500 . 7.61309222422 1.76410110672e-25 1.40207050878e-24
16912 chr8 11748600 11749799 . 500 . 7.93030440023 1.1062200335e-15 4.11579601965e-15
16913 chr8 11759800 11760399 . 500 . 8.12063170584 9.96511973417e-07 1.47747959594e-06
16914 chr8 11812600 11813399 . 500 . 10.9966887683 3.97353262516e-11 1.00180884028e-10
16915 chr8 11839000 11840199 . 500 . 3.2990066305 6.53549685532e-05 7.75163201669e-05
16916 chr8 11871400 11873399 . 500 . 7.78227205143 1.87509777437e-14 6.38424444923e-14
16917 chr8 11875800 11876199 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
16918 chr8 12050800 12051799 . 500 . 7.19014265621 8.93158621393e-11 2.11497267045e-10
16919 chr8 12052400 12052799 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
16920 chr8 12293200 12294999 . 500 . 6.83226225251 6.47498159628e-19 3.17375973157e-18
16921 chr8 12458000 12459599 . 500 . 4.88018732322 5.09611085144e-11 1.24115206895e-10
16922 chr8 12464800 12465799 . 500 . 8.45899136025 8.6526434035e-11 2.05911137291e-10
16923 chr8 12516400 12516999 . 500 . 35.527763713 4.53502227565e-19 2.2429816653e-18
16924 chr8 12522800 12523399 . 500 . 16.9179827205 4.48903247762e-11 1.11433482943e-10
16925 chr8 12583400 12584199 . 500 . 3.26275381038 0.000589670165698 0.00064021787435
16926 chr8 12611000 12613799 . 500 . 19.9843670886 2.90180954531e-59 1.68401331418e-57
16927 chr8 12808800 12809999 . 500 . 10.1507896323 2.61739772675e-11 6.67605863434e-11
16928 chr8 12980600 12981199 . 500 . 4.22949568012 3.76946355803e-05 4.59762667972e-05
16929 chr8 12989000 12989799 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
16930 chr8 12990200 12990599 . 500 . 25.3769740807 6.21343240074e-13 1.85399577771e-12
16931 chr8 13133600 13133999 . 500 . 27.9146714888 2.03510007964e-14 6.84320813291e-14
16932 chr8 13209800 13210199 . 500 . 25.3769740807 6.21343240074e-13 1.85399577771e-12
16933 chr8 13223600 13224399 . 500 . 4.29456484443 1.59408576214e-05 2.02734595829e-05
16934 chr8 13435600 13436399 . 500 . 3.80654611211 0.000179120155666 0.000203594219417
16935 chr8 15094400 15095199 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
16936 chr8 15274200 15274799 . 500 . 4.5114620588 9.82074056614e-05 0.00011362812284
16937 chr8 15363600 15364199 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
16938 chr8 15397400 15398199 . 500 . 17.7638818565 1.14202775779e-20 6.40734490158e-20
16939 chr8 16572600 16572999 . 500 . 17.7638818565 1.01666559048e-08 1.94347889218e-08
16940 chr8 16574200 16575199 . 500 . 3.88118427117 1.15423517695e-05 1.49363740634e-05
16941 chr8 16575800 16576199 . 500 . 4.44097046413 0.000235886449613 0.000264043023106
16942 chr8 16577200 16577999 . 500 . 4.15259575867 8.94332346524e-05 0.000104722915873
16943 chr8 16884400 16885399 . 500 . 25.3769740807 6.51122402914e-28 6.13104665612e-27
16944 chr8 17013400 17014799 . 500 . 11.6734080771 2.85669015501e-18 1.34266608911e-17
16945 chr8 17103800 17104999 . 500 . 6.88803582192 1.94893091106e-11 5.05183407209e-11
16946 chr8 17434200 17435199 . 500 . 5.99819387363 7.73193647295e-08 1.33446881243e-07
16947 chr8 17468800 17469199 . 500 . 5.07539481615 4.05011726936e-05 4.89743080551e-05
16948 chr8 17593800 17593999 . 500 . 7.61309222422 1.88762718486e-05 2.35524112221e-05
16949 chr8 17625000 17625599 . 500 . 3.28407899868 0.000195325917788 0.000221088803945
16950 chr8 17639000 17639599 . 500 . 6.63705475958 3.13449580123e-10 7.113282357e-10
16951 chr8 17651200 17652199 . 500 . 4.5114620588 9.82074056614e-05 0.00011362812284
16952 chr8 17657600 17659399 . 500 . 7.4638159061 4.42985513339e-15 1.59401010073e-14
16953 chr8 17663600 17664799 . 500 . 3.88118427117 1.15423517695e-05 1.49363740634e-05
16954 chr8 17696200 17696999 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
16955 chr8 17780400 17781599 . 500 . 22.2048523206 7.5531133496e-36 1.2012050625e-34
16956 chr8 17941200 17942399 . 500 . 8.45899136025 4.35952755698e-19 2.16030448163e-18
16957 chr8 17973400 17974199 . 500 . 6.59801326099 2.44279202565e-08 4.41356498345e-08
16958 chr8 17974600 17974999 . 500 . 7.10555274261 9.21208394999e-06 1.20137340921e-05
16959 chr8 18276200 18276399 . 500 . 30.4523688969 1.92535833384e-09 3.9641529136e-09
16960 chr8 18870800 18872399 . 500 . 9.47407032348 2.90288445838e-19 1.45462743907e-18
16961 chr8 18892000 18892399 . 500 . 4.5114620588 9.82074056614e-05 0.00011362812284
16962 chr8 18918000 18918599 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
16963 chr8 18924800 18926199 . 500 . 4.56785533453 4.1047848087e-08 7.26757679547e-08
16964 chr8 18991600 18992399 . 500 . 2.6869737262 0.00243820241822 0.00255739211231
16965 chr8 18998600 18998999 . 500 . 11.1658685955 7.04438271609e-10 1.52981358296e-09
16966 chr8 19029200 19029599 . 500 . 13.196026522 3.71639440454e-12 1.01861523157e-11
16967 chr8 19073800 19074599 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
16968 chr8 19086400 19086999 . 500 . 7.61309222422 5.04094294922e-07 7.76933519629e-07
16969 chr8 19119600 19120199 . 500 . 5.80045121845 1.45012990629e-05 1.85740121985e-05
16970 chr8 19205200 19206399 . 500 . 2.03015792646 0.0196465252284 0.0200425078915
16971 chr8 19266200 19266999 . 500 . 2.90022560923 0.0022047732854 0.00231884611221
16972 chr8 19338200 19338799 . 500 . 5.07539481615 4.05011726936e-05 4.89743080551e-05
16973 chr8 19396000 19396999 . 500 . 5.80045121845 1.45012990629e-05 1.85740121985e-05
16974 chr8 19435400 19436799 . 500 . 3.73976460137 9.34320824872e-06 1.21253222172e-05
16975 chr8 19518400 19518799 . 500 . 3.94752930145 0.00050987189312 0.000557085847444
16976 chr8 19615000 19615599 . 500 . 3.26275381038 0.000589670165698 0.00064021787435
16977 chr8 19675000 19675599 . 500 . 15.2261844484 2.81097502113e-19 1.41288805139e-18
16978 chr8 19796600 19797799 . 500 . 7.61309222422 1.38565975014e-08 2.58906451117e-08
16979 chr8 19963400 19963799 . 500 . 6.52550762076 1.97246757086e-06 2.80441260658e-06
16980 chr8 19977400 19977799 . 500 . 3.94752930145 0.00050987189312 0.000557085847444
16981 chr8 19980600 19981399 . 500 . 3.62528201153 0.000144159136607 0.000165006689792
16982 chr8 20002800 20003799 . 500 . 5.07539481615 3.07267251274e-06 4.25302873967e-06
16983 chr8 20054400 20055799 . 500 . 6.52550762076 1.13335675585e-14 3.93991101633e-14
16984 chr8 20080600 20081799 . 500 . 3.47263855842 3.81676442245e-05 4.6404613172e-05
16985 chr8 20126000 20127199 . 500 . 11.278655147 6.0550633444e-16 2.35214233903e-15
16986 chr8 20160400 20161799 . 500 . 6.7671930882 8.98227040018e-12 2.39606705946e-11
16987 chr8 20164400 20164799 . 500 . 4.44097046413 0.000235886449613 0.000264043023106
16988 chr8 20924800 20925799 . 500 . 3.98781021269 3.24409240215e-05 4.00477923044e-05
16989 chr8 20957800 20958599 . 500 . 15.2261844484 1.49065083926e-14 5.13996361461e-14
16990 chr8 21000200 21001199 . 500 . 3.3835965441 0.000258058759523 0.000287628178767
16991 chr8 21540800 21543399 . 500 . 5.73740283565 1.7728027834e-23 1.214134258e-22
16992 chr8 21554600 21555599 . 500 . 4.61399528741 1.72874790814e-05 2.16611598149e-05
16993 chr8 21601400 21604799 . 500 . 3.41435651268 1.09894511922e-10 2.58649525336e-10
16994 chr8 21613600 21615999 . 500 . 4.88018732322 5.09611085144e-11 1.24115206895e-10
16995 chr8 21638600 21639199 . 500 . 6.9786678722 1.15377627426e-07 1.92726052246e-07
16996 chr8 21639600 21640399 . 500 . 18.6097809925 2.20249234761e-12 6.24589933781e-12
16997 chr8 21766400 21767399 . 500 . 5.67250008864 5.41460483533e-10 1.19224249581e-09
16998 chr8 21776200 21777599 . 500 . 12.9191868047 7.69930157013e-23 5.03162096919e-22
16999 chr8 21894200 21895199 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
17000 chr8 21906400 21907599 . 500 . 5.4379230173 4.05485050105e-08 7.19644638475e-08
17001 chr8 21918200 21919599 . 500 . 3.3835965441 0.000258058759523 0.000287628178767
17002 chr8 21924000 21925599 . 500 . 11.278655147 6.0550633444e-16 2.35214233903e-15
17003 chr8 21945800 21948599 . 500 . 5.92129395217 7.73746015422e-23 5.04793910191e-22
17004 chr8 21952400 21953599 . 500 . 5.07539481615 4.36033593079e-08 7.68617147561e-08
17005 chr8 21963600 21964599 . 500 . 2.98552636244 0.000718863532552 0.000777639268548
17006 chr8 21965400 21967999 . 500 . 12.2509530045 2.32601419893e-51 8.9581081578e-50
17007 chr8 21974200 21976199 . 500 . 8.12063170584 6.04830510509e-24 4.25355298912e-23
17008 chr8 21985600 21986799 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
17009 chr8 21989200 21990799 . 500 . 7.14314825976 5.64493094514e-21 3.23713591357e-20
17010 chr8 21991200 21992999 . 500 . 12.6884870404 1.69547797864e-20 9.3499648721e-20
17011 chr8 21997600 22000599 . 500 . 9.59911628271 1.21190034749e-54 5.51884999034e-53
17012 chr8 22016400 22017999 . 500 . 5.51673349581 3.69991539497e-12 1.01690739908e-11
17013 chr8 22021400 22024199 . 500 . 7.72844210641 4.80330581283e-37 8.24232510701e-36
17014 chr8 22024600 22028599 . 500 . 6.84074953481 4.61304526529e-46 1.3532048403e-44
17015 chr8 22033600 22034199 . 500 . 8.88194092826 1.61434964329e-10 3.75567938084e-10
17016 chr8 22034600 22037399 . 500 . 6.10927153796 3.12806451282e-30 3.44885203405e-29
17017 chr8 22043200 22043999 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
17018 chr8 22045600 22046599 . 500 . 7.19014265621 4.06408431574e-19 2.01888035205e-18
17019 chr8 22048200 22049399 . 500 . 3.75137877715 1.42746727882e-06 2.06530898426e-06
17020 chr8 22055200 22056799 . 500 . 5.85622478786 1.48853200713e-08 2.73012456028e-08
17021 chr8 22061600 22062399 . 500 . 7.10555274261 3.17943877765e-09 6.42328946065e-09
17022 chr8 22067400 22069599 . 500 . 5.85622478786 5.45512279845e-21 3.14083775106e-20
17023 chr8 22083600 22087799 . 500 . 7.43182812365 1.65464145991e-43 4.21532367611e-42
17024 chr8 22101000 22103199 . 500 . 13.1114366084 1.55281040477e-47 4.92147827657e-46
17025 chr8 22184600 22185199 . 500 . 10.9966887683 3.97353262516e-11 1.00180884028e-10
17026 chr8 22210200 22210599 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
17027 chr8 22211400 22211999 . 500 . 6.34424352018 8.88266590936e-07 1.33329565088e-06
17028 chr8 22224200 22225999 . 500 . 9.64325015068 1.78157965618e-25 1.41428391551e-24
17029 chr8 22240400 22240799 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
17030 chr8 22241400 22241999 . 500 . 55.8293429776 5.95774236131e-18 2.69582559271e-17
17031 chr8 22297600 22299199 . 500 . 11.5042282499 1.62591425859e-25 1.29698773768e-24
17032 chr8 22411600 22412199 . 500 . 40.6031585292 1.03291910703e-12 3.01360870256e-12
17033 chr8 22413800 22414999 . 500 . 4.39867550733 2.87426438386e-06 4.01051791746e-06
17034 chr8 22416200 22420999 . 500 . 6.60606944324 7.47539655827e-40 1.54259941917e-38
17035 chr8 22422200 22424799 . 500 . 10.6583291139 1.43622882083e-29 1.51275491683e-28
17036 chr8 22437600 22440999 . 500 . 8.88194092826 2.26856444762e-42 5.46086061821e-41
17037 chr8 22441400 22445399 . 500 . 6.09047377938 4.94859528902e-28 4.70763753048e-27
17038 chr8 22446000 22448799 . 500 . 8.24751657624 1.19512099287e-23 8.28595229215e-23
17039 chr8 22453000 22453199 . 500 . 11.8425879043 2.1891654591e-07 3.50979121418e-07
17040 chr8 22454000 22456599 . 500 . 9.59911628271 1.21190034749e-54 5.51884999034e-53
17041 chr8 22457200 22458999 . 500 . 11.6009024369 4.75469323421e-35 7.18081968043e-34
17042 chr8 22461400 22463399 . 500 . 5.27841060879 4.01666068832e-12 1.09694920147e-11
17043 chr8 22478600 22480999 . 500 . 10.3258032466 1.13936934468e-39 2.32785842522e-38
17044 chr8 22526000 22526799 . 500 . 6.63705475958 3.13449580123e-10 7.113282357e-10
17045 chr8 22530400 22531399 . 500 . 4.59202388128 1.76233944184e-08 3.21019365388e-08
17046 chr8 22551400 22553799 . 500 . 9.8007624036 1.26074193456e-36 2.09409782459e-35
17047 chr8 22559600 22561999 . 500 . 6.16297941961 4.17636827203e-17 1.78705161964e-16
17048 chr8 22572200 22574999 . 500 . 9.22799057481 1.30149319817e-37 2.29556324986e-36
17049 chr8 22582600 22584199 . 500 . 4.37534035875 4.95698448916e-10 1.09297612076e-09
17050 chr8 22600600 22604399 . 500 . 6.00761019054 6.91663383596e-27 6.04667567108e-26
17051 chr8 22604800 22607199 . 500 . 5.24457464335 6.17650300266e-14 2.01748529013e-13
17052 chr8 22609200 22609599 . 500 . 17.7638818565 1.01666559048e-08 1.94347889218e-08
17053 chr8 22613600 22614399 . 500 . 3.98781021269 3.24409240215e-05 4.00477923044e-05
17054 chr8 22625800 22626799 . 500 . 8.88194092826 1.61434964329e-10 3.75567938084e-10
17055 chr8 22631600 22632799 . 500 . 3.9218959943 7.70865935972e-07 1.16414182721e-06
17056 chr8 22635600 22636799 . 500 . 5.6393275735 2.71466753511e-06 3.80579986398e-06
17057 chr8 22638000 22639999 . 500 . 8.67728791148 2.97316964623e-32 3.74387409502e-31
17058 chr8 22721600 22723599 . 500 . 13.0194910501 3.31670893573e-45 9.2531689489e-44
17059 chr8 22757000 22757599 . 500 . 11.8425879043 2.1891654591e-07 3.50979121418e-07
17060 chr8 22766400 22766999 . 500 . 4.06031585292 0.000213030135931 0.000240100263701
17061 chr8 22771600 22774199 . 500 . 5.32297505108 1.18683824734e-18 5.7214245168e-18
17062 chr8 22774600 22775999 . 500 . 6.02703134418 1.94010694093e-10 4.47904740728e-10
17063 chr8 22778600 22779599 . 500 . 3.80654611211 2.67676565801e-05 3.31956607616e-05
17064 chr8 22830800 22832199 . 500 . 4.39867550733 2.87426438386e-06 4.01051791746e-06
17065 chr8 22843800 22845599 . 500 . 5.07539481615 4.14802556415e-12 1.129180054e-11
17066 chr8 22856400 22858199 . 500 . 7.30856853525 2.53218015465e-20 1.37508622465e-19
17067 chr8 22871800 22872599 . 500 . 7.25056402307 2.44487312739e-07 3.85319560162e-07
17068 chr8 22920600 22921999 . 500 . 9.64325015068 4.91328642422e-14 1.61471280056e-13
17069 chr8 22922400 22923799 . 500 . 7.10555274261 1.19873500529e-12 3.4695543675e-12
17070 chr8 22925000 22926999 . 500 . 12.5944982475 4.90657552004e-50 1.74964913043e-48
17071 chr8 22929600 22930599 . 500 . 5.4379230173 4.05485050105e-08 7.19644638475e-08
17072 chr8 22931400 22933399 . 500 . 3.10738458132 3.73486659116e-08 6.64012999913e-08
17073 chr8 22941200 22942599 . 500 . 9.61653754639 3.10362171484e-24 2.24857309313e-23
17074 chr8 22950000 22950599 . 500 . 7.33112584555 6.70591520176e-09 1.31754538184e-08
17075 chr8 22972200 22972399 . 500 . 7.61309222422 1.88762718486e-05 2.35524112221e-05
17076 chr8 22976600 22978399 . 500 . 4.37534035875 4.95698448916e-10 1.09297612076e-09
17077 chr8 23033800 23034799 . 500 . 6.14389898797 2.57185647572e-12 7.17787201265e-12
17078 chr8 23075200 23077999 . 500 . 5.29606415598 1.8762858738e-20 1.03173259487e-19
17079 chr8 23104200 23105599 . 500 . 7.02746974544 4.19367144103e-11 1.05226028079e-10
17080 chr8 23145600 23145999 . 500 . 11.8425879043 2.1891654591e-07 3.50979121418e-07
17081 chr8 23155000 23156199 . 500 . 4.65244524814 7.29653038122e-06 9.59861742289e-06
17082 chr8 23200400 23204999 . 500 . 6.31604688232 1.36426570911e-51 5.30242846398e-50
17083 chr8 23206400 23207799 . 500 . 4.29456484443 6.08630513458e-09 1.20268681376e-08
17084 chr8 23208200 23213399 . 500 . 7.50951273818 2.1170965493e-75 2.26582892472e-73
17085 chr8 23214000 23214999 . 500 . 7.33112584555 2.11818172287e-15 7.7960882021e-15
17086 chr8 23259800 23262799 . 500 . 5.54752456649 7.12271723548e-21 4.04418988781e-20
17087 chr8 23266600 23267399 . 500 . 13.5343861764 1.42791367041e-08 2.64081889491e-08
17088 chr8 23267800 23268999 . 500 . 2.53769740807 0.0036314148188 0.00377723910649
17089 chr8 23314600 23315799 . 500 . 6.04213668589 5.06610030568e-13 1.5232983359e-12
17090 chr8 23326200 23327199 . 500 . 10.6583291139 4.09212763946e-16 1.61792931846e-15
17091 chr8 23385600 23388199 . 500 . 8.99729081044 5.39938752412e-25 4.09068877027e-24
17092 chr8 23389200 23390999 . 500 . 3.51373487272 1.98111594707e-06 2.80223453755e-06
17093 chr8 23396000 23396999 . 500 . 3.9218959943 7.70865935972e-07 1.16414182721e-06
17094 chr8 23397600 23400799 . 500 . 5.55420564786 3.27436500267e-25 2.53447959798e-24
17095 chr8 23402200 23402599 . 500 . 22.8392766727 1.73978441668e-11 4.53765493965e-11
17096 chr8 23405000 23405999 . 500 . 2.70687723528 0.0034551325422 0.00360315713745
17097 chr8 23539600 23540999 . 500 . 8.33814862653 4.32168178535e-15 1.56039483931e-14
17098 chr8 23577200 23578599 . 500 . 5.32916455696 2.63667539032e-10 6.04723701448e-10
17099 chr8 23603000 23603799 . 500 . 23.6851758087 1.6514925297e-16 6.71083738966e-16
17100 chr8 23607200 23610599 . 500 . 4.38720568853 3.56116077409e-18 1.66124119779e-17
17101 chr8 23618400 23619799 . 500 . 9.19915310427 1.63361674236e-19 8.43799108564e-19
17102 chr8 23653800 23654999 . 500 . 9.72784006428 1.55780334361e-16 6.35325763882e-16
17103 chr8 23656200 23656799 . 500 . 5.49834438416 2.17928825817e-07 3.51936816698e-07
17104 chr8 23746600 23747599 . 500 . 2.17516920692 0.0101153364503 0.010381937411
17105 chr8 23754000 23754399 . 500 . 20.3015792646 4.43134673351e-10 9.89591923351e-10
17106 chr8 24076000 24076399 . 500 . 2.90022560923 0.0022047732854 0.00231884611221
17107 chr8 24798600 24800599 . 500 . 9.88366358934 3.04904700126e-25 2.37080586024e-24
17108 chr8 24812800 24814199 . 500 . 8.35947381483 7.48835689572e-18 3.35816645567e-17
17109 chr8 24855400 24856999 . 500 . 3.60189309533 1.36783527619e-07 2.27338974688e-07
17110 chr8 24857400 24859399 . 500 . 8.65802645108 5.4260521842e-35 8.14272536141e-34
17111 chr8 24864400 24865399 . 500 . 4.22949568012 3.76946355803e-05 4.59762667972e-05
17112 chr8 24866400 24867399 . 500 . 11.4196383363 1.24721272811e-08 2.349166223e-08
17113 chr8 25041400 25043399 . 500 . 18.1264100577 1.28412837377e-45 3.68486619672e-44
17114 chr8 25051600 25052999 . 500 . 10.5412046182 7.59890252968e-20 4.01663415577e-19
17115 chr8 25056400 25056799 . 500 . 4.44097046413 0.000235886449613 0.000264043023106
17116 chr8 25203600 25204199 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
17117 chr8 25314800 25315999 . 500 . 8.76659104607 2.74238771043e-13 8.3667547775e-13
17118 chr8 25316400 25317399 . 500 . 9.81242997789 2.84982280719e-20 1.53616362384e-19
17119 chr8 25531000 25531599 . 500 . 5.92129395217 3.3966825841e-08 6.05817728569e-08
17120 chr8 25626400 25627599 . 500 . 2.53769740807 0.0036314148188 0.00377723910649
17121 chr8 25688200 25688999 . 500 . 7.61309222422 1.10376115231e-11 2.92608286481e-11
17122 chr8 25902600 25903599 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
17123 chr8 25904000 25904599 . 500 . 3.62528201153 0.000144159136607 0.000165006689792
17124 chr8 25946600 25946999 . 500 . 5.07539481615 9.62582844437e-05 0.000112077992068
17125 chr8 25991600 25992199 . 500 . 3.3835965441 0.000777278781929 0.000838269635255
17126 chr8 26006400 26007399 . 500 . 5.70981916817 6.28200196937e-06 8.40598315698e-06
17127 chr8 26009400 26009799 . 500 . 5.07539481615 4.05011726936e-05 4.89743080551e-05
17128 chr8 26049000 26049999 . 500 . 3.26275381038 0.000589670165698 0.00064021787435
17129 chr8 26105200 26106399 . 500 . 5.58293429776 1.17159272247e-06 1.71566922333e-06
17130 chr8 26120000 26120399 . 500 . 10.1507896323 1.59457446989e-07 2.63119518767e-07
17131 chr8 26122600 26124199 . 500 . 3.21441671689 4.17443177066e-06 5.71825155087e-06
17132 chr8 26240400 26241399 . 500 . 9.13571066907 2.85908662656e-18 1.34010932293e-17
17133 chr8 26305600 26309999 . 500 . 9.82334480545 2.23814465999e-75 2.3858503341e-73
17134 chr8 26310400 26310999 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
17135 chr8 26312200 26314399 . 500 . 6.20326033085 1.59080442081e-21 9.42521716994e-21
17136 chr8 26315000 26315399 . 500 . 6.52550762076 1.97246757086e-06 2.80441260658e-06
17137 chr8 26315800 26316199 . 500 . 60.9047377938 9.01971556244e-20 4.72877606188e-19
17138 chr8 26319000 26320399 . 500 . 4.75818264014 2.379983427e-07 3.76777191564e-07
17139 chr8 26322400 26323999 . 500 . 3.9218959943 7.70865935972e-07 1.16414182721e-06
17140 chr8 26371000 26371399 . 500 . 12.6884870404 8.87978655621e-10 1.88431429163e-09
17141 chr8 26429000 26430199 . 500 . 3.80654611211 2.67676565801e-05 3.31956607616e-05
17142 chr8 26433800 26437199 . 500 . 8.77906130361 1.11157146513e-38 2.1221773891e-37
17143 chr8 26466800 26467799 . 500 . 3.10163016542 0.000324711745604 0.000360503774582
17144 chr8 26723800 26724799 . 500 . 23.6851758087 1.6514925297e-16 6.71083738966e-16
17145 chr8 26889600 26890599 . 500 . 3.58263163493 4.91937813835e-05 5.86620680456e-05
17146 chr8 27132000 27132399 . 500 . 5.07539481615 4.05011726936e-05 4.89743080551e-05
17147 chr8 27168200 27168799 . 500 . 9.58685687495 8.78566759734e-13 2.58211503146e-12
17148 chr8 27190800 27190999 . 500 . 121.809475588 1.33705412115e-13 4.2411721868e-13
17149 chr8 27191400 27192199 . 500 . 3.80654611211 0.000179120155666 0.000203594219417
17150 chr8 27219000 27220199 . 500 . 11.0735886898 2.01298322117e-18 9.55504277948e-18
17151 chr8 27348200 27348799 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
17152 chr8 27449800 27450199 . 500 . 7.10555274261 9.21208394999e-06 1.20137340921e-05
17153 chr8 27470400 27470999 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
17154 chr8 27472000 27473799 . 500 . 10.7852139843 1.46814351782e-35 2.28511819109e-34
17155 chr8 27474400 27475399 . 500 . 6.26960536112 1.29404816483e-11 3.41824685476e-11
17156 chr8 27477600 27478199 . 500 . 8.12063170584 9.96511973417e-07 1.47747959594e-06
17157 chr8 27490400 27492399 . 500 . 8.45899136025 4.35952755698e-19 2.16030448163e-18
17158 chr8 27494000 27496599 . 500 . 7.22267723836 1.19878534179e-20 6.71126075305e-20
17159 chr8 27584400 27584799 . 500 . 7.10555274261 9.21208394999e-06 1.20137340921e-05
17160 chr8 27629800 27630599 . 500 . 6.09047377938 4.3855714672e-10 9.86385415961e-10
17161 chr8 27632000 27632799 . 500 . 9.0229241176 8.96858519363e-12 2.40062276383e-11
17162 chr8 27694800 27695999 . 500 . 14.7186449668 3.84605840499e-25 2.94522475571e-24
17163 chr8 27729000 27730199 . 500 . 5.60964690206 1.02840229813e-10 2.42486690667e-10
17164 chr8 27731400 27731999 . 500 . 13.196026522 3.71639440454e-12 1.01861523157e-11
17165 chr8 27734600 27735799 . 500 . 12.6884870404 8.87978655621e-10 1.88431429163e-09
17166 chr8 27789600 27790199 . 500 . 8.12063170584 9.96511973417e-07 1.47747959594e-06
17167 chr8 27805200 27806199 . 500 . 7.33112584555 6.70591520176e-09 1.31754538184e-08
17168 chr8 27849800 27850799 . 500 . 8.45899136025 5.3651659684e-08 9.34491786669e-08
17169 chr8 27881800 27881999 . 500 . 15.2261844484 2.07569492917e-07 3.36675254524e-07
17170 chr8 27917800 27918599 . 500 . 4.56785533453 4.11117295698e-05 4.93230297172e-05
17171 chr8 27930600 27930999 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
17172 chr8 27950000 27950999 . 500 . 6.63705475958 3.13449580123e-10 7.113282357e-10
17173 chr8 28114000 28115999 . 500 . 4.80826877319 1.8640165164e-08 3.39148387183e-08
17174 chr8 28209000 28210199 . 500 . 6.52550762076 1.42360680848e-10 3.32550048938e-10
17175 chr8 28226600 28227799 . 500 . 5.49834438416 1.61111140989e-12 4.61261988605e-12
17176 chr8 28228200 28228999 . 500 . 9.51636528028 1.58039636754e-11 4.15606394573e-11
17177 chr8 28239200 28240199 . 500 . 4.44097046413 1.2246296337e-06 1.78653316825e-06
17178 chr8 28243000 28243599 . 500 . 182.714213381 2.21561838749e-20 1.20791252467e-19
17179 chr8 28244000 28244599 . 500 . 15.2261844484 3.50089536148e-12 9.65641611443e-12
17180 chr8 28257800 28260199 . 500 . 10.1507896323 1.06966904911e-33 1.4800433722e-32
17181 chr8 28268600 28270999 . 500 . 13.7760716438 4.31412543404e-45 1.19240765435e-43
17182 chr8 28347600 28348199 . 500 . 4.06031585292 0.000213030135931 0.000240100263701
17183 chr8 28351200 28352799 . 500 . 6.34424352018 2.88979353835e-11 7.33708328138e-11
17184 chr8 28480400 28480999 . 500 . 13.9573357444 5.8010183301e-11 1.398718012e-10
17185 chr8 28484200 28484999 . 500 . 7.8950586029 7.86325018855e-10 1.69778272486e-09
17186 chr8 28485400 28485799 . 500 . 3.94752930145 0.00050987189312 0.000557085847444
17187 chr8 28559400 28560999 . 500 . 6.42883343379 6.42885916725e-11 1.54237354315e-10
17188 chr8 28562400 28562999 . 500 . 7.61309222422 5.04094294922e-07 7.76933519629e-07
17189 chr8 28747000 28748799 . 500 . 4.29456484443 6.08630513458e-09 1.20268681376e-08
17190 chr8 28754600 28755199 . 500 . 4.44097046413 0.000235886449613 0.000264043023106
17191 chr8 28929600 28930199 . 500 . 65.9801326099 1.26818604537e-21 7.59041787047e-21
17192 chr8 28930600 28930799 . 500 . 15.2261844484 2.07569492917e-07 3.36675254524e-07
17193 chr8 29028000 29028799 . 500 . 5.92129395217 3.3966825841e-08 6.05817728569e-08
17194 chr8 29029200 29030799 . 500 . 12.3259588392 1.38224015258e-14 4.78379841988e-14
17195 chr8 29133400 29133599 . 500 . 6.09047377938 7.59277182245e-05 8.98244989037e-05
17196 chr8 29198000 29198999 . 500 . 3.98781021269 3.24409240215e-05 4.00477923044e-05
17197 chr8 29230400 29231399 . 500 . 5.07539481615 2.37978393953e-07 3.77727668247e-07
17198 chr8 29259600 29259799 . 500 . 6.09047377938 7.59277182245e-05 8.98244989037e-05
